Sat Jan  9 12:25:39 2021    spedup_fd_profile

         6693505 function calls (6671608 primitive calls) in 3.270 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.007    0.007 scoping.py:188(<listcomp>)
       38    0.000    0.000    0.007    0.000 scoping.py:21(<lambda>)
     2104    0.003    0.000    0.007    0.000 z3printer.py:460(pp_string)
    66067    0.006    0.000    0.006    0.000 {method 'append' of 'list' objects}
      670    0.002    0.000    0.006    0.000 translate_and_scope.py:286(build_sas_operator)
     1437    0.005    0.000    0.006    0.000 z3.py:478(_to_ast_array)
        1    0.000    0.000    0.006    0.006 pddl_to_prolog.py:159(translate)
     1287    0.003    0.000    0.006    0.000 z3core.py:2192(Z3_mk_numeral)
     2437    0.004    0.000    0.006    0.000 build_model.py:288(push)
       24    0.000    0.000    0.006    0.000 contextlib.py:116(__exit__)
     3530    0.004    0.000    0.006    0.000 build_model.py:92(update_index)
      143    0.000    0.000    0.006    0.000 z3.py:5489(<listcomp>)
    10204    0.006    0.000    0.006    0.000 conditions.py:227(__eq__)
     1300    0.001    0.000    0.005    0.000 sas_tasks.py:254(__init__)
     2091    0.003    0.000    0.005    0.000 z3core.py:2827(Z3_is_numeral_ast)
     2546    0.003    0.000    0.005    0.000 z3core.py:1597(Z3_mk_bool_sort)
     2118    0.003    0.000    0.005    0.000 z3.py:455(_ctx_from_ast_arg_list)
     3301    0.004    0.000    0.005    0.000 z3.py:126(_get_args)
     5056    0.004    0.000    0.005    0.000 copy.py:66(copy)
    21570    0.005    0.000    0.005    0.000 {built-in method _codecs.charmap_encode}
      501    0.000    0.000    0.005    0.000 utils.py:309(sort_z3_vars)
      998    0.001    0.000    0.005    0.000 z3.py:5209(__del__)
     3103    0.003    0.000    0.005    0.000 z3core.py:83(_to_pystr)
        3    0.000    0.000    0.005    0.002 scoping.py:13(<listcomp>)
     1342    0.002    0.000    0.004    0.000 translate_and_scope.py:149(multiply_out)
      499    0.001    0.000    0.004    0.000 skill_classes.py:56(all_effects)
        1    0.000    0.000    0.004    0.004 invariant_finder.py:129(get_groups)
