,avg,std,cv
translate,0.2891377607981364,0.0019198718419270384,0.006639990005551058
translate_and_scope,1.1170668601989746,0.009343720726030583,0.008364513404655346
plan_unscoped,17.645435730616253,0.6062498810498997,0.03435731994977077
plan_scoped,4.2342000007629395,0.01408720386297383,0.0033270048321844803
