Thu Dec 17 20:43:35 2020    time_profiles/minecraft_old

         103193809 function calls (102946142 primitive calls) in 36.397 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      207    0.000    0.000    0.065    0.000 PDDLz3.py:262(<listcomp>)
      207    0.001    0.000    0.064    0.000 PDDLz3.py:111(z3_identical)
    35471    0.036    0.000    0.062    0.000 z3core.py:2687(Z3_get_decl_name)
    35471    0.036    0.000    0.061    0.000 z3core.py:2532(Z3_get_symbol_kind)
    14395    0.010    0.000    0.061    0.000 z3.py:2159(subsort)
    40338    0.024    0.000    0.057    0.000 z3printer.py:312(__init__)
    30013    0.035    0.000    0.057    0.000 z3core.py:2827(Z3_is_numeral_ast)
      323    0.000    0.000    0.054    0.000 z3.py:6509(push)
      323    0.053    0.000    0.054    0.000 z3core.py:3741(Z3_solver_push)
    63152    0.031    0.000    0.052    0.000 z3core.py:69(_str_to_bytes)
     4310    0.002    0.000    0.052    0.000 z3printer.py:383(fits)
    32256    0.030    0.000    0.052    0.000 z3core.py:1597(Z3_mk_bool_sort)
 1995/733    0.003    0.000    0.050    0.000 PDDLz3.py:163(compile_expression)
22790/4310    0.022    0.000    0.050    0.000 z3printer.py:323(space_upto_nl)
      270    0.001    0.000    0.049    0.000 z3.py:1700(And)
    58717    0.033    0.000    0.049    0.000 z3printer.py:410(_len)
      322    0.000    0.000    0.048    0.000 z3.py:6604(add)
      365    0.000    0.000    0.047    0.000 z3.py:1124(_coerce_expr_list)
      322    0.002    0.000    0.046    0.000 z3.py:6585(assert_exprs)
     6207    0.015    0.000    0.044    0.000 z3printer.py:416(seq)
       86    0.000    0.000    0.042    0.000 PDDLz3.py:45(action2precondition)
    11281    0.004    0.000    0.039    0.000 z3.py:949(__hash__)
6919/2470    0.002    0.000    0.037    0.000 z3printer.py:353(space_upto_nl)
   125067    0.028    0.000    0.036    0.000 z3.py:64(_is_int)
    37628    0.025    0.000    0.036    0.000 z3core.py:83(_to_pystr)
   120471    0.026    0.000    0.036    0.000 z3.py:2498(is_arith)
    11281    0.003    0.000    0.036    0.000 z3.py:329(__hash__)
     3961    0.003    0.000    0.035    0.000 skill_classes.py:45(__hash__)
        3    0.000    0.000    0.034    0.011 utils.py:47(pvars2objects)
        3    0.000    0.000    0.034    0.011 utils.py:156(condition_str2objects)
    15844    0.004    0.000    0.033    0.000 {built-in method builtins.hash}
    11281    0.007    0.000    0.033    0.000 z3.py:402(hash)
    40338    0.020    0.000    0.028    0.000 z3printer.py:313(<listcomp>)
      190    0.000    0.000    0.028    0.000 scoping.py:35(<lambda>)
      190    0.000    0.000    0.027    0.000 z3.py:323(__repr__)
    61739    0.018    0.000    0.026    0.000 z3printer.py:380(space_upto_nl)
    39438    0.012    0.000    0.026    0.000 z3.py:3737(is_bv_value)
      292    0.000    0.000    0.026    0.000 PDDLz3.py:88(<lambda>)
       91    0.000    0.000    0.026    0.000 z3.py:7667(as_expr)
      365    0.000    0.000    0.026    0.000 z3.py:1133(<listcomp>)
       91    0.000    0.000    0.024    0.000 z3.py:5469(as_expr)
    39438    0.010    0.000    0.024    0.000 z3.py:9089(is_fprm_value)
    78876    0.017    0.000    0.023    0.000 z3.py:9213(is_fp)
      172    0.000    0.000    0.023    0.000 scoping.py:10(<lambda>)
    39438    0.011    0.000    0.023    0.000 z3.py:7360(is_finite_domain_value)
    54463    0.019    0.000    0.023    0.000 z3printer.py:373(__init__)
    39438    0.010    0.000    0.022    0.000 z3.py:9226(is_fp_value)
        4    0.000    0.000    0.021    0.005 PDDLz3.py:29(make_str2var_dict)
        8    0.001    0.000    0.021    0.003 PDDLz3.py:9(make_z3_atoms)
      365    0.001    0.000    0.020    0.000 z3.py:1118(_reduce)
     2157    0.002    0.000    0.020    0.000 z3printer.py:586(pp_int)
    11281    0.012    0.000    0.020    0.000 z3core.py:2797(Z3_get_ast_hash)
      363    0.001    0.000    0.017    0.000 z3.py:1669(Not)
    63398    0.012    0.000    0.017    0.000 z3.py:8119(is_probe)
    63152    0.017    0.000    0.017    0.000 {method 'encode' of 'str' objects}
      316    0.001    0.000    0.016    0.000 z3.py:6671(check)
     7284    0.004    0.000    0.015    0.000 z3printer.py:554(is_infix_unary)
     2157    0.002    0.000    0.015    0.000 z3.py:2787(as_string)
180604/180572    0.013    0.000    0.014    0.000 {built-in method builtins.len}
    39438    0.009    0.000    0.014    0.000 z3.py:3724(is_bv)
